Age,Education_Level,Years_of_Experience,Industry,Job_Role,Company_Size,Job_Level,Routine_Task_Percentage,Creativity_Requirement,Human_Interaction_Level,AI_Adoption_Level,Number_of_AI_Tools_Used,AI_Usage_Hours_Per_Week,Tasks_Automated_Percentage,AI_Training_Hours,Layoff_Risk
50.0,Bachelor's,5.0,Finance,Auditor,Large,Senior,77,22,39,Medium,3,5.0,39,26.0,Medium
48.0,Master's,6.0,Retail,Inventory Analyst,Small,Senior,84,8,81,Medium,2,5.0,67,29.0,Medium
48.0,Master's,2.0,Manufacturing,Quality Engineer,Medium,Entry,23,66,51,Low,0,5.0,12,5.0,Medium
24.0,Bachelor's,3.0,Manufacturing,Operator,Medium,Senior,55,46,22,Low,0,3.0,40,6.0,Medium
52.0,High School,12.0,Logistics,Dispatcher,Medium,Mid,42,65,42,Medium,5,11.0,41,13.0,Medium
26.0,Bachelor's,3.0,Finance,Accountant,Large,Mid,55,56,80,Low,2,0.0,25,1.0,Medium
50.0,Bachelor's,7.0,Logistics,Dispatcher,Large,Mid,87,8,38,Medium,2,10.0,41,11.0,High
27.0,Master's,6.0,Retail,Sales Associate,Medium,Mid,11,90,63,Low,2,5.0,5,1.0,Low
34.0,High School,4.0,Telecom,Support Specialist,Medium,Mid,66,22,43,Low,0,1.0,65,5.0,High
31.0,PhD,6.0,IT,Software Engineer,Medium,Entry,18,71,46,Low,0,0.0,17,9.0,Low
31.0,Master's,9.0,Telecom,Network Engineer,Medium,Mid,36,71,52,Low,1,0.0,33,0.0,Low
47.0,Bachelor's,7.0,Telecom,Support Specialist,Small,Entry,61,39,73,Medium,3,13.0,28,8.0,Medium
44.0,High School,0.0,Logistics,Supply Chain Analyst,Small,Entry,33,56,50,Low,0,2.0,19,6.0,High
35.0,Master's,12.0,Telecom,Network Engineer,Small,Entry,90,0,38,High,9,19.0,82,38.0,High
26.0,Master's,5.0,Healthcare,Medical Assistant,Large,Mid,68,42,65,Medium,2,10.0,31,16.0,Low
31.0,Bachelor's,4.0,Healthcare,Health Analyst,Large,Entry,54,49,62,Medium,4,6.0,40,21.0,Medium
51.0,Master's,16.0,Finance,Financial Analyst,Small,Entry,54,54,37,Medium,4,6.0,36,26.0,Medium
43.0,High School,12.0,Logistics,Supply Chain Analyst,Large,Mid,72,29,38,Medium,2,9.0,68,17.0,High
53.0,Bachelor's,6.0,Manufacturing,Operator,Medium,Entry,20,82,84,Low,2,1.0,16,8.0,Low
58.0,Bachelor's,4.0,Finance,Accountant,Medium,Mid,85,18,40,Medium,5,12.0,49,16.0,High
40.0,Master's,4.0,Education,Teacher,Large,Mid,61,47,94,Medium,5,5.0,46,16.0,Low
41.0,High School,10.0,Logistics,Warehouse Manager,Medium,Entry,54,51,86,Low,0,1.0,27,1.0,High
49.0,Bachelor's,8.0,Retail,Store Manager,Large,Entry,85,25,82,Medium,2,9.0,63,23.0,High
29.0,Bachelor's,5.0,Healthcare,Nurse,Medium,Entry,29,49,99,Low,1,5.0,21,0.0,Low
45.0,Master's,5.0,IT,Data Analyst,Large,Mid,48,39,49,Medium,2,14.0,44,29.0,Medium
44.0,High School,13.0,Retail,Inventory Analyst,Small,Entry,74,20,78,Medium,4,11.0,65,15.0,High
26.0,Bachelor's,5.0,Healthcare,Nurse,Small,Mid,44,38,99,Low,0,1.0,37,7.0,Low
51.0,Bachelor's,7.0,Retail,Sales Associate,Medium,Entry,79,22,32,Medium,4,12.0,49,25.0,High
43.0,Master's,15.0,Healthcare,Medical Assistant,Medium,Entry,83,0,79,Medium,3,13.0,76,27.0,High
38.0,Master's,8.0,Education,Teacher,Small,Mid,65,39,86,Medium,2,10.0,42,8.0,Low
29.0,Bachelor's,8.0,IT,Data Analyst,Large,Entry,38,62,73,Low,2,1.0,26,0.0,Medium
22.0,Bachelor's,1.0,Retail,Inventory Analyst,Medium,Mid,38,71,44,Low,0,0.0,18,0.0,Medium
33.0,High School,5.0,Healthcare,Medical Assistant,Large,Mid,20,67,42,Low,2,0.0,13,3.0,Low
39.0,High School,2.0,Healthcare,Health Analyst,Medium,Mid,12,96,25,Low,0,0.0,9,4.0,Low
54.0,Bachelor's,8.0,IT,ML Engineer,Medium,Entry,13,97,86,Low,1,4.0,8,3.0,Low
47.0,Bachelor's,2.0,Finance,Auditor,Large,Entry,22,63,61,Low,1,3.0,14,5.0,Medium
37.0,Bachelor's,8.0,Telecom,Operations Analyst,Large,Mid,46,64,65,Medium,4,7.0,31,7.0,Medium
44.0,PhD,16.0,IT,Software Engineer,Small,Mid,39,60,60,Low,2,4.0,24,9.0,Low
35.0,Master's,5.0,Telecom,Support Specialist,Large,Entry,89,12,58,High,8,24.0,61,38.0,High
54.0,Master's,7.0,Logistics,Dispatcher,Small,Entry,50,43,70,Low,1,5.0,38,4.0,Medium
35.0,PhD,8.0,Telecom,Support Specialist,Small,Mid,50,62,63,Medium,3,5.0,47,5.0,Low
39.0,Bachelor's,3.0,Logistics,Dispatcher,Small,Entry,56,39,53,Low,1,3.0,45,5.0,High
35.0,High School,11.0,IT,Data Analyst,Small,Entry,32,66,43,Low,0,4.0,19,0.0,Medium
35.0,Master's,0.0,Healthcare,Health Analyst,Small,Mid,90,0,85,Medium,4,14.0,77,24.0,High
39.0,Bachelor's,2.0,IT,ML Engineer,Large,Senior,44,47,24,Low,2,1.0,36,7.0,Medium
22.0,Master's,1.0,Education,Academic Coordinator,Small,Entry,46,47,61,Low,2,1.0,21,4.0,Medium
31.0,High School,1.0,Logistics,Dispatcher,Large,Mid,37,51,35,Low,2,1.0,32,8.0,High
42.0,Bachelor's,6.0,IT,Software Engineer,Large,Entry,70,39,74,Medium,4,5.0,44,11.0,High
36.0,Bachelor's,2.0,IT,Data Analyst,Small,Mid,32,81,26,Low,2,2.0,15,2.0,Low
52.0,Bachelor's,14.0,Retail,Store Manager,Small,Senior,66,41,93,Medium,2,12.0,51,15.0,Medium
35.0,Bachelor's,5.0,Telecom,Operations Analyst,Large,Entry,42,64,49,Low,1,1.0,26,4.0,Medium
45.0,Bachelor's,10.0,Finance,Financial Analyst,Small,Entry,17,87,74,Low,1,5.0,8,0.0,Low
43.0,High School,15.0,IT,Data Analyst,Medium,Mid,63,18,66,Medium,5,11.0,48,29.0,High
49.0,Master's,12.0,Manufacturing,Production Supervisor,Large,Entry,74,28,70,Medium,4,7.0,43,24.0,High
34.0,Master's,7.0,Retail,Sales Associate,Small,Mid,69,36,31,Medium,5,8.0,49,28.0,High
50.0,Bachelor's,4.0,Logistics,Supply Chain Analyst,Medium,Mid,35,60,21,Low,1,1.0,28,5.0,Medium
25.0,High School,3.0,Logistics,Warehouse Manager,Small,Mid,19,69,93,Low,2,4.0,16,3.0,Low
56.0,Master's,5.0,Education,Research Assistant,Large,Mid,89,8,28,High,5,30.0,49,77.0,Medium
60.0,High School,2.0,Retail,Store Manager,Large,Mid,29,71,65,Low,0,3.0,15,6.0,Medium
50.0,Master's,11.0,Finance,Financial Analyst,Large,Entry,29,64,31,Low,0,5.0,20,5.0,Medium
45.0,Bachelor's,6.0,IT,ML Engineer,Large,Mid,85,7,52,High,10,26.0,77,27.0,High
32.0,Bachelor's,5.0,Telecom,Operations Analyst,Large,Entry,82,38,66,Medium,5,14.0,50,29.0,High
50.0,Master's,14.0,Telecom,Support Specialist,Medium,Entry,91,0,89,High,5,21.0,62,21.0,High
50.0,Master's,8.0,Logistics,Warehouse Manager,Medium,Senior,73,43,46,Medium,5,12.0,51,17.0,Medium
40.0,Master's,10.0,Retail,Store Manager,Medium,Entry,21,65,81,Low,0,3.0,11,0.0,Low
23.0,Bachelor's,2.0,Healthcare,Nurse,Medium,Mid,19,62,83,Low,2,1.0,11,2.0,Low
47.0,Bachelor's,5.0,Finance,Financial Analyst,Large,Entry,22,65,60,Low,1,3.0,13,7.0,Low
43.0,Bachelor's,6.0,Education,Research Assistant,Medium,Entry,94,2,38,High,10,17.0,75,52.0,High
56.0,Master's,10.0,Telecom,Support Specialist,Medium,Senior,70,19,78,Medium,3,6.0,64,23.0,Medium
53.0,Master's,11.0,Logistics,Warehouse Manager,Medium,Mid,85,13,52,Medium,3,13.0,72,23.0,High
28.0,High School,7.0,Manufacturing,Production Supervisor,Small,Mid,86,21,57,Medium,3,11.0,50,15.0,High
34.0,Bachelor's,12.0,Finance,Financial Analyst,Large,Entry,29,56,24,Low,0,2.0,14,6.0,Medium
56.0,Bachelor's,18.0,Healthcare,Medical Assistant,Medium,Entry,92,0,76,Medium,2,13.0,51,7.0,High
52.0,Bachelor's,11.0,Telecom,Support Specialist,Medium,Mid,30,81,40,Low,0,0.0,25,5.0,Low
42.0,Master's,17.0,Logistics,Supply Chain Analyst,Large,Entry,34,70,82,Low,2,0.0,19,8.0,Low
39.0,Bachelor's,12.0,Education,Teacher,Small,Mid,13,94,70,Low,1,5.0,10,0.0,Low
29.0,Bachelor's,4.0,IT,Data Analyst,Medium,Entry,17,84,26,Low,0,1.0,15,7.0,Low
26.0,Master's,5.0,Healthcare,Health Analyst,Small,Mid,37,74,90,Low,0,2.0,35,0.0,Low
27.0,Bachelor's,6.0,IT,Data Analyst,Medium,Senior,41,58,68,Low,2,4.0,25,5.0,Low
41.0,PhD,9.0,Finance,Financial Analyst,Medium,Entry,94,0,72,Medium,3,5.0,66,22.0,High
23.0,PhD,2.0,Healthcare,Nurse,Large,Senior,73,27,78,Medium,5,13.0,43,21.0,Low
26.0,Master's,5.0,Telecom,Operations Analyst,Medium,Entry,61,42,67,Low,1,5.0,30,9.0,Medium
33.0,Bachelor's,11.0,IT,Data Analyst,Small,Senior,36,51,37,Low,0,1.0,32,9.0,Low
21.0,Master's,0.0,Manufacturing,Operator,Medium,Mid,74,36,84,Medium,4,12.0,58,6.0,High
59.0,Master's,1.0,IT,Data Analyst,Large,Mid,46,51,60,Low,2,5.0,33,5.0,Medium
37.0,Master's,0.0,Retail,Inventory Analyst,Medium,Entry,63,39,20,Medium,5,11.0,37,14.0,High
33.0,Bachelor's,0.0,IT,ML Engineer,Medium,Senior,33,66,34,Low,1,5.0,32,3.0,Low
39.0,Master's,11.0,Telecom,Support Specialist,Large,Senior,37,69,74,Low,2,3.0,22,0.0,Low
59.0,Bachelor's,18.0,IT,ML Engineer,Medium,Senior,75,26,90,Medium,4,7.0,38,25.0,Low
57.0,Master's,16.0,Logistics,Dispatcher,Medium,Entry,89,0,49,Medium,4,14.0,77,16.0,High
51.0,Master's,3.0,Healthcare,Nurse,Small,Mid,53,38,87,Low,1,0.0,40,9.0,Low
36.0,High School,15.0,Logistics,Dispatcher,Medium,Mid,57,52,78,Medium,5,6.0,36,18.0,Medium
33.0,Bachelor's,11.0,IT,Data Analyst,Medium,Entry,78,15,53,High,10,29.0,42,25.0,High
48.0,Bachelor's,10.0,Logistics,Dispatcher,Small,Mid,63,46,42,Medium,3,12.0,34,15.0,Medium
52.0,Master's,0.0,Telecom,Operations Analyst,Medium,Entry,24,68,73,Low,2,2.0,11,9.0,Low
26.0,Bachelor's,5.0,Finance,Auditor,Small,Entry,27,68,64,Low,0,1.0,25,9.0,Medium
45.0,Master's,5.0,Finance,Accountant,Small,Senior,63,32,45,Medium,2,10.0,51,20.0,Medium
27.0,High School,0.0,Retail,Store Manager,Small,Entry,19,75,79,Low,0,1.0,12,3.0,Medium
43.0,Bachelor's,5.0,Healthcare,Nurse,Medium,Entry,37,85,81,Medium,5,13.0,25,27.0,Low
40.0,Bachelor's,8.0,Finance,Financial Analyst,Small,Entry,61,34,50,Medium,4,8.0,55,29.0,High
42.0,Bachelor's,3.0,Manufacturing,Operator,Small,Mid,60,54,48,Medium,3,8.0,43,10.0,High
36.0,Bachelor's,15.0,Finance,Financial Analyst,Small,Mid,45,53,76,Low,2,4.0,41,5.0,Medium
55.0,Bachelor's,7.0,Retail,Sales Associate,Large,Mid,54,56,24,Medium,4,8.0,37,18.0,Medium
59.0,Bachelor's,8.0,Finance,Auditor,Medium,Entry,50,39,40,Medium,2,9.0,32,6.0,High
38.0,Bachelor's,11.0,Telecom,Operations Analyst,Medium,Entry,48,50,33,Low,2,3.0,43,1.0,High
53.0,Bachelor's,10.0,Telecom,Network Engineer,Medium,Mid,11,64,87,Low,1,2.0,8,3.0,Low
28.0,PhD,7.0,Manufacturing,Quality Engineer,Medium,Entry,53,48,44,Low,0,4.0,52,2.0,High
59.0,Bachelor's,8.0,Finance,Accountant,Small,Entry,77,26,72,Medium,3,9.0,71,27.0,High
59.0,Bachelor's,14.0,Telecom,Support Specialist,Large,Mid,38,72,48,Low,1,3.0,17,9.0,Low
42.0,Bachelor's,8.0,Retail,Sales Associate,Large,Entry,31,69,25,Low,0,2.0,30,1.0,Medium
28.0,High School,7.0,Healthcare,Nurse,Medium,Entry,64,19,98,Medium,2,6.0,41,22.0,Medium
46.0,Bachelor's,17.0,Retail,Inventory Analyst,Small,Entry,59,51,25,Low,2,5.0,29,5.0,High
57.0,Master's,11.0,Logistics,Warehouse Manager,Small,Mid,65,12,84,Low,0,0.0,61,2.0,High
29.0,Master's,0.0,Finance,Financial Analyst,Medium,Senior,49,36,70,Low,0,3.0,48,5.0,Medium
33.0,Master's,0.0,Finance,Auditor,Small,Entry,13,86,93,Low,2,1.0,10,1.0,Low
29.0,Master's,8.0,Education,Academic Coordinator,Medium,Entry,10,78,79,Low,2,2.0,9,8.0,Low
34.0,High School,11.0,Logistics,Supply Chain Analyst,Medium,Mid,81,19,87,Medium,3,13.0,57,29.0,High
55.0,Bachelor's,12.0,Healthcare,Health Analyst,Medium,Entry,20,72,45,Low,1,1.0,17,4.0,Low
31.0,Bachelor's,3.0,IT,Data Analyst,Large,Mid,78,19,65,Medium,5,11.0,48,14.0,High
35.0,Bachelor's,12.0,Finance,Financial Analyst,Medium,Mid,26,75,79,Low,0,2.0,18,1.0,Low
27.0,Bachelor's,2.0,Healthcare,Medical Assistant,Small,Entry,93,11,26,Medium,2,8.0,82,13.0,High
43.0,Bachelor's,1.0,Manufacturing,Production Supervisor,Small,Mid,71,32,51,Medium,3,13.0,44,18.0,High
25.0,Bachelor's,4.0,Healthcare,Nurse,Small,Mid,70,38,78,High,9,21.0,62,21.0,Medium
26.0,High School,5.0,IT,ML Engineer,Small,Mid,39,43,76,Medium,2,14.0,17,25.0,Low
51.0,Master's,11.0,Education,Teacher,Medium,Mid,16,91,81,Low,0,5.0,12,6.0,Low
36.0,Master's,13.0,IT,Software Engineer,Medium,Senior,61,50,34,Medium,5,13.0,55,15.0,Low
31.0,Bachelor's,2.0,Finance,Accountant,Medium,Entry,61,41,88,Low,0,0.0,29,7.0,High
30.0,Master's,4.0,IT,Software Engineer,Large,Entry,16,92,43,Low,1,1.0,15,0.0,Low
23.0,Master's,2.0,Education,Academic Coordinator,Large,Entry,93,8,92,High,8,29.0,59,43.0,High
50.0,Bachelor's,7.0,IT,ML Engineer,Medium,Senior,18,92,56,Low,0,3.0,10,8.0,Low
43.0,Master's,15.0,Finance,Auditor,Small,Senior,55,30,70,Low,0,3.0,25,6.0,Low
43.0,High School,8.0,IT,Data Analyst,Small,Senior,58,59,88,Medium,2,5.0,48,7.0,Low
30.0,Bachelor's,8.0,Retail,Inventory Analyst,Small,Mid,83,23,78,Medium,5,5.0,55,23.0,High
29.0,Bachelor's,6.0,Healthcare,Medical Assistant,Medium,Mid,65,30,84,Low,0,5.0,31,8.0,Medium
39.0,PhD,2.0,Healthcare,Nurse,Medium,Entry,85,37,66,Medium,5,11.0,78,9.0,High
34.0,Master's,10.0,Telecom,Network Engineer,Medium,Entry,92,18,44,Medium,5,5.0,63,8.0,High
35.0,Bachelor's,8.0,Healthcare,Medical Assistant,Large,Entry,27,61,60,Low,1,2.0,17,1.0,Low
34.0,Bachelor's,6.0,Logistics,Warehouse Manager,Small,Mid,78,20,56,Medium,5,10.0,57,17.0,High
37.0,Master's,10.0,Retail,Inventory Analyst,Small,Senior,85,17,38,Medium,2,10.0,46,13.0,Medium
35.0,High School,11.0,Education,Teacher,Small,Entry,10,88,81,Low,1,1.0,4,2.0,Low
57.0,Bachelor's,9.0,IT,Data Analyst,Large,Entry,28,91,81,Low,2,5.0,13,1.0,Low
54.0,Bachelor's,3.0,Logistics,Warehouse Manager,Small,Mid,58,32,63,Medium,3,11.0,36,22.0,Medium
37.0,Bachelor's,4.0,Healthcare,Nurse,Medium,Entry,14,100,67,Low,2,2.0,12,8.0,Low
35.0,Bachelor's,11.0,Retail,Inventory Analyst,Medium,Mid,54,32,63,Low,2,4.0,53,6.0,High
42.0,Bachelor's,13.0,Retail,Sales Associate,Medium,Entry,73,31,81,Medium,2,6.0,36,14.0,High
29.0,Bachelor's,6.0,Finance,Auditor,Small,Entry,19,92,49,Low,0,0.0,9,9.0,Low
28.0,Bachelor's,7.0,Telecom,Operations Analyst,Large,Senior,55,56,94,Low,2,3.0,44,6.0,Low
50.0,Master's,6.0,IT,ML Engineer,Small,Senior,22,76,92,Low,1,4.0,17,6.0,Low
60.0,Master's,5.0,Education,Teacher,Medium,Entry,56,28,74,Medium,4,11.0,41,28.0,Medium
28.0,Bachelor's,7.0,Retail,Store Manager,Small,Mid,47,55,98,Low,2,0.0,36,6.0,Medium
40.0,Bachelor's,12.0,Logistics,Warehouse Manager,Large,Mid,83,16,25,High,5,19.0,50,63.0,High
31.0,Bachelor's,8.0,Telecom,Network Engineer,Medium,Mid,81,26,71,Medium,3,12.0,50,6.0,High
41.0,PhD,0.0,Telecom,Network Engineer,Small,Entry,28,71,61,Low,1,2.0,21,5.0,Low
58.0,Bachelor's,7.0,Finance,Financial Analyst,Medium,Entry,15,77,73,Low,0,3.0,8,7.0,Low
23.0,Bachelor's,2.0,Education,Research Assistant,Small,Mid,86,22,78,High,5,22.0,55,69.0,Medium
38.0,High School,10.0,IT,Software Engineer,Small,Mid,57,39,71,Low,1,1.0,40,9.0,Medium
52.0,Master's,11.0,Telecom,Operations Analyst,Medium,Senior,75,39,63,Medium,5,10.0,58,20.0,Medium
38.0,Bachelor's,5.0,Education,Research Assistant,Medium,Senior,79,0,70,Medium,3,8.0,70,16.0,Medium
35.0,Master's,3.0,Telecom,Network Engineer,Medium,Entry,83,14,64,Medium,5,6.0,58,8.0,High
31.0,PhD,10.0,Telecom,Support Specialist,Small,Mid,77,26,91,Medium,3,12.0,52,10.0,Medium
46.0,Master's,0.0,Manufacturing,Operator,Medium,Entry,51,63,27,Medium,2,5.0,30,29.0,High
35.0,PhD,14.0,Manufacturing,Production Supervisor,Large,Entry,41,52,79,Low,2,3.0,24,8.0,Medium
49.0,Master's,15.0,IT,ML Engineer,Medium,Entry,51,48,73,Low,0,4.0,27,9.0,Medium
57.0,Bachelor's,10.0,IT,Data Analyst,Large,Entry,19,62,77,Low,1,4.0,13,8.0,Low
44.0,High School,7.0,Education,Research Assistant,Small,Mid,51,51,53,Low,2,2.0,24,1.0,Medium
47.0,Bachelor's,1.0,it,ML Engineer,Small,Entry,65,47,24,Low,1,0.0,52,2.0,High
48.0,High School,0.0,IT,Software Engineer,Small,Entry,71,42,36,Medium,2,13.0,59,9.0,High
43.0,High School,6.0,Logistics,Supply Chain Analyst,Medium,Mid,24,81,78,Low,1,2.0,17,0.0,Low
22.0,Master's,1.0,Telecom,Network Engineer,Large,Mid,93,3,78,High,10,21.0,85,61.0,High
46.0,High School,8.0,Healthcare,Nurse,Small,Entry,86,14,95,Medium,4,12.0,39,18.0,High
29.0,Bachelor's,8.0,Education,Teacher,Small,Mid,18,83,68,Low,0,2.0,15,7.0,Low
52.0,Master's,15.0,Education,Research Assistant,Medium,Mid,14,71,50,Low,0,2.0,10,0.0,Low
40.0,High School,7.0,Finance,Financial Analyst,Medium,Senior,46,65,80,Low,1,0.0,37,7.0,Low
41.0,Bachelor's,13.0,Healthcare,Medical Assistant,Medium,Senior,19,74,41,Low,0,5.0,10,2.0,Low
57.0,High School,14.0,IT,Software Engineer,Medium,Mid,14,90,61,Low,0,0.0,12,0.0,Low
57.0,Bachelor's,9.0,NULL,Warehouse Manager,Small,Mid,76,20,24,Medium,2,9.0,74,16.0,High
27.0,High School,6.0,Healthcare,Medical Assistant,Medium,Entry,12,79,37,Low,2,4.0,6,7.0,Low
30.0,Bachelor's,4.0,Logistics,Supply Chain Analyst,Large,Entry,15,97,49,Low,1,5.0,7,0.0,Low
22.0,High School,1.0,Finance,Auditor,Small,Senior,23,58,49,Low,1,5.0,17,9.0,Low
56.0,Bachelor's,3.0,Healthcare,Medical Assistant,Small,Senior,68,27,39,Medium,2,10.0,48,29.0,Medium
46.0,Bachelor's,11.0,Finance,Financial Analyst,Medium,Entry,93,24,57,Medium,2,14.0,91,8.0,High
38.0,Master's,8.0,Finance,Financial Analyst,Small,Mid,94,0,31,High,7,29.0,61,27.0,High
49.0,Bachelor's,5.0,IT,Data Analyst,Large,Entry,46,54,71,Low,1,0.0,37,4.0,Medium
45.0,High School,14.0,Education,Research Assistant,Small,Senior,35,61,91,Low,2,1.0,25,8.0,Low
23.0,PhD,2.0,Finance,Accountant,Small,Entry,67,45,35,Medium,3,11.0,52,20.0,High
34.0,Bachelor's,13.0,Retail,Sales Associate,Medium,Entry,60,57,87,Medium,4,13.0,34,15.0,Medium
49.0,Bachelor's,3.0,Telecom,Network Engineer,Medium,Entry,26,70,23,Low,1,4.0,14,5.0,Medium
48.0,PhD,8.0,Retail,Store Manager,Medium,Mid,25,73,68,Low,1,5.0,12,7.0,Low
39.0,Bachelor's,12.0,Logistics,Supply Chain Analyst,Small,Entry,15,83,64,Low,0,3.0,10,9.0,Low
56.0,Master's,17.0,Logistics,Dispatcher,Medium,Senior,77,24,79,Medium,4,8.0,55,27.0,Medium
26.0,Master's,2.0,Healthcare,Nurse,Medium,Entry,73,17,84,Medium,4,9.0,65,14.0,High
37.0,High School,8.0,Education,Academic Coordinator,Medium,Senior,58,13,62,Medium,2,8.0,48,5.0,Medium
25.0,Bachelor's,4.0,Finance,Auditor,Large,Entry,38,47,67,Low,2,0.0,24,4.0,Medium
51.0,Master's,9.0,Retail,Store Manager,Large,Entry,89,14,71,Medium,5,8.0,77,11.0,High
44.0,Bachelor's,1.0,Manufacturing,Production Supervisor,Large,Mid,83,23,93,Medium,5,13.0,61,14.0,High
29.0,Bachelor's,4.0,Retail,Store Manager,Medium,Entry,84,16,86,Medium,3,14.0,67,26.0,High
44.0,High School,12.0,Manufacturing,Quality Engineer,Medium,Mid,51,45,42,Medium,5,8.0,36,6.0,High
51.0,Master's,11.0,IT,Data Analyst,Large,Entry,75,20,29,Medium,5,14.0,47,12.0,High
23.0,High School,2.0,Retail,Inventory Analyst,Medium,Mid,16,80,89,Low,2,3.0,9,8.0,Low
53.0,High School,3.0,Logistics,Warehouse Manager,Large,Entry,53,54,93,Low,2,4.0,41,0.0,High
40.0,Bachelor's,9.0,Retail,Inventory Analyst,Medium,Mid,13,74,54,Low,0,3.0,8,9.0,Low
60.0,Master's,1.0,Education,Teacher,Medium,Entry,10,97,95,Low,0,5.0,8,2.0,Low
38.0,Bachelor's,3.0,IT,Software Engineer,Small,Entry,76,20,61,Medium,4,10.0,75,28.0,High
25.0,Bachelor's,0.0,Finance,Accountant,Small,Mid,80,17,38,Medium,4,12.0,72,16.0,High
53.0,Master's,7.0,Logistics,Supply Chain Analyst,Medium,Entry,85,12,39,Medium,2,10.0,82,14.0,High
37.0,PhD,11.0,Healthcare,Medical Assistant,Medium,Mid,60,43,67,Medium,4,14.0,33,8.0,Low
51.0,PhD,10.0,Education,Academic Coordinator,Large,Senior,59,37,69,Low,1,3.0,29,1.0,Low
56.0,PhD,2.0,Manufacturing,Production Supervisor,Small,Entry,75,28,75,Medium,3,9.0,37,24.0,High
35.0,Master's,9.0,Finance,Financial Analyst,Small,Entry,20,62,45,Low,2,2.0,14,8.0,Low
56.0,Bachelor's,4.0,Manufacturing,Production Supervisor,Large,Mid,21,80,57,Low,2,4.0,15,5.0,Low
21.0,Bachelor's,0.0,IT,ML Engineer,Large,Entry,47,50,40,Low,0,4.0,41,7.0,High
21.0,Bachelor's,0.0,IT,ML Engineer,Small,Entry,53,46,80,Low,2,4.0,39,8.0,Medium
22.0,Bachelor's,1.0,IT,Software Engineer,Small,Mid,73,31,94,Medium,4,6.0,71,25.0,High
60.0,Bachelor's,8.0,Finance,Auditor,Large,Mid,40,52,46,Low,1,0.0,23,4.0,Medium
49.0,High School,5.0,Healthcare,Health Analyst,Small,Entry,20,77,54,Low,0,2.0,16,5.0,Low
25.0,Bachelor's,4.0,Retail,Store Manager,Medium,Senior,11,99,68,Low,0,2.0,5,1.0,Low
41.0,Master's,5.0,IT,ML Engineer,Medium,Entry,35,64,64,Low,1,4.0,16,5.0,Low
53.0,Bachelor's,10.0,Manufacturing,Production Supervisor,Large,Mid,38,56,40,Low,2,1.0,27,7.0,Medium
25.0,High School,4.0,Retail,Store Manager,Medium,Entry,20,85,92,Low,0,1.0,10,1.0,Low
27.0,Master's,6.0,Finance,Financial Analyst,Medium,Entry,86,25,37,Medium,4,11.0,44,18.0,High
46.0,Bachelor's,12.0,Retail,Inventory Analyst,Small,Entry,63,47,73,Low,1,1.0,51,1.0,High
49.0,PhD,0.0,IT,ML Engineer,Medium,Senior,11,87,22,Low,2,2.0,7,2.0,Low
26.0,High School,0.0,Finance,Auditor,Large,Entry,65,27,83,Medium,2,14.0,49,6.0,High
24.0,Bachelor's,3.0,Healthcare,Nurse,Large,Mid,94,25,83,Medium,2,9.0,80,16.0,High
48.0,Bachelor's,10.0,Education,Research Assistant,Medium,Entry,16,75,48,Low,0,1.0,10,9.0,Low
23.0,Master's,2.0,Retail,Sales Associate,Medium,Senior,93,0,23,Medium,5,11.0,91,18.0,High
58.0,Bachelor's,5.0,Telecom,Support Specialist,Medium,Senior,35,62,49,Low,0,4.0,19,2.0,Low
27.0,Bachelor's,6.0,IT,Data Analyst,Small,Entry,15,74,88,Low,0,1.0,10,7.0,Low
26.0,Master's,5.0,Retail,Inventory Analyst,Small,Mid,18,74,45,Low,0,1.0,13,0.0,Low
47.0,High School,2.0,Healthcare,Nurse,Medium,Entry,36,49,84,Low,0,0.0,24,0.0,Medium
25.0,Master's,4.0,Education,Teacher,Medium,Entry,79,35,88,Medium,4,14.0,37,15.0,Medium
50.0,Bachelor's,10.0,Telecom,Operations Analyst,Large,Senior,10,100,85,Low,2,1.0,9,7.0,Low
40.0,Master's,1.0,Telecom,Network Engineer,Large,Entry,17,88,94,Low,2,5.0,15,9.0,Low
30.0,Bachelor's,9.0,Retail,Inventory Analyst,Small,Entry,57,42,54,Medium,5,12.0,30,6.0,High
44.0,Bachelor's,9.0,Healthcare,Medical Assistant,Medium,Mid,31,59,25,Low,0,1.0,21,7.0,Low
23.0,High School,2.0,Healthcare,Nurse,Medium,Entry,62,44,87,Medium,4,5.0,31,24.0,Medium
26.0,Bachelor's,3.0,Logistics,Warehouse Manager,Small,Entry,23,83,69,Low,2,1.0,15,7.0,Low
53.0,bachelor's,14.0,Logistics,Warehouse Manager,Medium,Entry,55,43,86,Medium,2,11.0,41,6.0,High
40.0,Bachelor's,19.0,Retail,Store Manager,Large,Senior,90,6,81,Medium,2,11.0,42,25.0,Medium
45.0,High School,1.0,Finance,Auditor,Medium,Entry,23,92,48,Low,0,5.0,19,7.0,Medium
22.0,Bachelor's,1.0,IT,ML Engineer,Medium,Mid,37,65,94,Low,1,2.0,25,6.0,Low
30.0,Bachelor's,9.0,Finance,Financial Analyst,Medium,Mid,18,73,68,Low,0,0.0,11,5.0,Low
25.0,High School,4.0,Retail,Sales Associate,Large,Mid,56,32,94,Medium,4,8.0,50,27.0,High
54.0,Master's,12.0,Education,Academic Coordinator,Large,Entry,88,6,79,Medium,5,7.0,46,7.0,High
